x,y,z,intensity
9.6846,3.3684,0.4808,0.03821
-10.0735,2.314,-0.222,0.05886
-3.4372,-7.4975,-0.5804,0.13468
7.5625,5.92,0.0562,0.07702
2.9823,-1.6336,-0.3692,0.3955
0.1085,-9.2271,0.1005,0.08418
7.4717,1.6473,-0.1351,0.11313
2.328,-1.8416,-0.2153,0.48888
-0.1636,3.9127,-0.1374,0.6209
-3.1749,-2.0163,0.1533,0.67089
4.001,3.2569,0.1853,0.31216
-0.9671,3.6127,-0.9401,0.35798
6.6319,5.9278,-0.3233,0.04366
3.5577,4.3878,-0.407,0.26271
0.3997,1.3677,0.359,0.72332
-1.8034,-0.0419,-1.2454,0.55962
0.791,-1.1992,-1.2914,0.60667
-6.9658,-1.5152,0.1359,0.04085
4.1505,-5.393,0.103,0.22155
2.2726,-1.3025,0.0414,0.64778
3.3708,-9.3572,0.0653,0.10604
8.1742,4.9828,0.527,0.09637
4.6723,2.8633,0.4523,0.22897
0.5455,2.8956,0.4837,0.60039
0.4812,-4.0068,0.6914,0.26591
-8.8346,3.0334,-0.1629,0.09007
-1.6212,3.549,0.1208,0.27627
6.46,-3.6991,-0.4154,0.12202
1.4389,6.2648,0.2306,0.22048
0.7067,0.1143,0.9602,0.76726
-2.1775,-0.342,-1.6513,0.47058
3.9132,4.2056,-0.4735,0.14931
-6.3399,-1.1612,0.115,0.20086
5.156,-4.5577,0.3219,0.17609
-6.71,6.4335,0.4951,0.11332
-0.9471,3.2321,0.5427,0.40189
8.2413,1.2387,0.167,0.08776
-3.4396,6.1388,0.405,0.14693
-3.56,-6.9967,0.0584,0.11181
0.65,-5.8521,-0.4613,0.40213
1.7521,6.8099,0.0539,0.14324
-6.4878,-3.2139,-0.8682,0.16217
1.7441,-4.2846,0.4529,0.33316
4.1329,1.6614,-0.819,0.24201
1.4807,-9.2087,0.1159,0.09602
7.0694,4.2638,-0.4269,0.10235
3.4482,5.1034,0.2791,0.05371
-2.4405,-8.2193,0.2555,0.09075
-1.6887,0.6625,0.5697,0.44603
3.3088,6.1775,-0.182,0.2633
-0.9804,3.3669,-0.6983,0.42177
2.7738,-5.6676,-0.7365,0.20929
2.5916,6.1126,-0.0494,0.25486
-5.4125,-2.4967,0.335,0.17315
-0.2001,-4.3028,0.6909,0.32604
-2.127,6.8996,0.2059,0.10515
-4.6496,-5.9405,0.0629,0.12603
8.9532,2.3903,0.1427,0.08687
-2.5096,6.4851,0.0252,0.18303
-4.3581,-6.1762,-0.0048,0.11086
5.7665,-3.729,0.2762,0.11145
-8.5915,4.6961,-0.1389,0.12221
0.5933,-9.1706,0.1029,0.11924
7.0665,6.6096,-0.3169,0.13885
3.8508,4.084,-0.7768,0.28518
0.4148,3.2668,0.4615,0.31467
-2.6501,-0.2529,0.2335,0.43664
-5.8872,7.2103,-0.0917,0.09022
-4.061,-8.4896,-0.3215,0.12967
7.8351,5.0309,-0.1513,0.06127
0.9144,-1.7868,-0.3742,0.38668
-3.9836,3.2216,-0.765,0.34619
-2.712,-3.2618,0.0699,0.56071
4.147,-0.3724,-0.3919,0.19133
-5.2678,0.6241,0.4987,0.24953
-1.8445,-0.8956,-0.8606,0.752
-8.8807,2.4279,-0.3186,0.11357
0.2934,2.6039,-0.6698,0.40346
-2.3194,-3.0671,-0.0902,0.3731
1.3397,5.8419,0.5088,0.19639
-0.0364,-8.0216,-0.0151,0.1376
-2.0908,-4.2081,-0.2457,0.29218
-1.2717,7.2913,-0.2214,0.19728
-6.2477,-1.9863,0.3326,0.16511
1.9721,-5.2863,0.0157,0.12689
-0.5291,-0.835,0.6558,0.7051
-5.3604,-5.6029,0.088,0.14022
-3.0906,-3.2197,0.363,0.25145
-2.6915,6.7568,0.2168,0.14232
-1.7442,-8.0934,-0.0484,0.11792
8.6331,1.7804,-0.5144,0.05442
-1.5856,8.3325,-0.0916,0.2156
0.1838,2.6736,0.6051,0.65412
4.9101,-4.4889,-0.0718,0.30479
3.21,-0.2394,-0.3979,0.51852
-0.7412,3.11,0.5611,0.34739
3.2233,-5.8174,-0.4632,0.23716
3.8251,4.3909,0.3488,0.17188
-5.0399,-5.4196,0.396,0.12524
-1.903,0.5543,0.7199,0.70331
-7.786,6.0057,0.1039,0.04656
0.3297,0.1817,-1.476,0.92947
-1.2076,-5.1452,-0.2235,0.21484
3.0145,-1.4011,0.4394,0.4728
-1.4184,3.6589,0.4576,0.30066
8.0862,2.7215,0.1548,0.13591
4.3508,1.2753,-0.4285,0.59782
0.2544,1.4198,1.8887,0.84087
8.8114,1.6663,-0.0443,0.14686
4.2526,4.4659,0.2322,0.21111
-3.4339,-7.8283,-0.2011,0.13559
7.513,3.6361,-0.1078,0.08051
-3.011,8.0777,-0.0604,0.1007
0.5669,2.9628,-0.1312,0.40828
-2.7199,-2.0617,-0.25,0.55314
3.8315,5.8565,0.3733,0.35352
-5.9802,-3.9523,0.4961,0.13572
7.7128,3.3904,-0.0172,0.13267
0.2365,-2.0616,0.3421,0.61062
-0.3178,3.084,0.6539,0.7619
-0.2312,-3.7839,0.1306,0.37776
-0.7635,6.6873,0.1694,0.10898
1.4445,0.8516,0.1064,0.80252
7.868,-0.4947,0.3674,0.13397
2.5216,-0.8996,-1.465,0.66643
-0.9631,3.3687,-0.3439,0.40852
-0.5919,-3.6777,0.4474,0.41618
-3.6681,6.7727,0.838,0.1848
-4.3533,-5.8456,-0.1953,0.10327
-2.8339,-3.7646,0.0252,0.38727
2.2204,-1.6775,-0.1576,0.56282
-3.7491,3.2136,0.6475,0.32096
6.3491,-2.7227,0.4676,0.29874
-2.9837,7.82,0.0079,0.1197
0.5546,0.0827,-0.3846,0.89477
-1.4443,0.6786,1.0849,0.67035
3.4849,3.6131,0.1937,0.29206
-5.4857,-6.472,0.1002,0.09602
3.0255,-5.7341,0.0102,0.22992
2.5955,-2.3578,0.3227,0.50116
-3.2387,-6.3134,0.0741,0.16717
5.4272,-4.8944,-0.2431,0.17812
3.7657,-0.2309,-0.1163,0.23968
-6.2409,-2.772,0.313,0.24192
7.6155,1.3381,-0.4405,0.09496
2.5453,-1.694,-0.6529,0.4635
-5.0767,2.0245,-0.3856,0.23455
-0.2543,-4.5076,0.3254,0.32976
-0.4724,7.5044,0.2842,0.21179
-1.1742,2.9935,0.5989,0.35395
8.4036,2.8187,0.0839,0.08594
2.1967,6.7832,-0.8112,0.14158
-4.5155,1.4268,1.2133,0.18715
6.4513,-3.9705,0.37,0.16949
-4.501,6.1022,0.2544,0.16877
-1.5462,3.7119,-0.3598,0.58955
5.2037,-3.7561,0.4686,0.19333
2.4694,5.046,-0.613,0.16655
-4.7216,-5.1022,-0.2278,0.21877
-0.6228,0.64,1.9575,0.78324
2.8079,-1.3224,1.5151,0.77968
-6.5399,-4.3246,0.1188,0.11369
5.1695,-4.149,-0.2265,0.18344
-6.1798,6.3423,-0.0885,0.08001
0.1596,2.6335,-1.1357,0.28738
2.1538,-5.1804,-0.0463,0.2388
0.4079,-1.8855,1.2121,0.72775
-5.675,-1.4724,-0.1416,0.24259
0.1978,0.093,-1.4353,1.09321
0.3972,-0.6281,0.557,0.47491
-3.0864,-7.7519,-0.4653,0.09576
7.0436,6.9744,0.3461,0.10786
-0.159,-2.3906,1.2471,0.71217
-6.1289,-4.6051,-0.0537,0.14565
4.5016,-5.031,0.2149,0.09737
-5.5484,6.713,-0.2185,0.1166
-6.4407,-3.2085,-0.0036,0.1754
6.1408,-4.4039,0.389,0.07004
3.538,-0.613,-1.0912,0.4853
0.6372,2.3114,-1.8022,0.37766
-1.6415,0.4016,-1.7723,0.77656
4.5487,1.9938,-0.4732,0.34912
-4.0653,-7.3936,-0.3206,0.06092
-2.6797,-3.195,0.1104,0.3502
2.4669,-1.2365,0.7297,0.51942
0.0683,-9.093,-0.109,0.1289
-2.1067,-4.7127,-1.0327,0.39592
3.7957,0.6551,0.443,0.66044
-4.4114,-7.1707,0.1903,0.07653
7.4956,-2.6502,-0.4024,0.10324
-7.9936,3.7417,-0.0147,0.121
-2.3965,3.0435,-0.025,0.24424
8.2465,2.891,-0.0256,0.07924
-5.7821,6.7063,-0.2332,0.12606
-6.5307,-1.7037,0.2601,0.1832
-2.3202,0.306,0.0143,0.67844
-1.9567,8.1325,0.3043,0.05798
-6.4924,-3.9954,-0.1253,0.13727
6.707,-2.9037,0.097,0.12552
4.1041,0.994,0.2655,0.36114
-2.3527,-8.09,-0.3689,0.1545
-3.21,-2.3994,-0.5527,0.44084
-4.8618,6.8548,0.0401,0.14113
-6.2233,1.0786,-0.3111,0.1887
6.938,-2.4051,-0.0449,0.11495
1.8322,-1.7796,-0.3506,0.61772
-0.4438,3.217,0.8251,0.44328
8.205,3.9455,-0.1472,0.08811
1.3683,7.2865,-0.3098,0.27234
-0.3885,2.9448,-0.1931,0.76041
-2.3505,-3.2642,0.3299,0.29466
-8.69,4.0333,0.0999,0.10684
1.0152,2.0047,-1.0895,0.54934
-2.1824,-3.076,0.828,0.50319
-2.5725,6.6927,-0.3799,0.13742
-1.9472,-8.9333,0.5994,0.07947
6.3307,-2.5996,0.6176,0.21103
2.963,-1.9499,-0.4481,0.49051
0.3729,0.1615,-1.1513,0.9163
-3.224,-4.2759,0.1284,0.34005
1.429,6.5148,0.2929,0.20997
-4.6431,-7.6706,0.0936,0.11246
-2.4083,-3.2687,-1.4329,0.24427
-4.2061,6.4423,0.0496,0.16313
-5.1579,2.4726,-0.3964,0.2674
7.3705,6.921,0.1067,0.07428
-7.6916,2.9651,0.1253,0.10285
-2.7489,3.4354,0.1252,0.19646
-0.7661,-4.158,-0.1344,0.38678
3.9231,3.201,-0.1176,0.30756
-3.3873,-8.0677,0.1174,0.15063
1.7994,-4.9026,0.5353,0.26975
3.5348,2.496,-0.0256,0.24809
-5.8652,-4.198,0.399,0.18665
7.5412,1.1039,-0.0487,0.10041
4.5522,1.4514,-0.48,0.35688
-6.6071,-4.5054,0.4484,0.15508
5.9274,5.9877,-0.0116,0.10706
2.7184,4.1384,-0.1358,0.14626
-5.2924,-3.7339,-0.1749,0.15519
-1.6468,0.8042,-0.5948,0.9546
3.2166,2.2041,-1.3571,0.31456
-6.6165,1.41,0.2593,0.2124
0.2524,0.1566,-1.4881,1.24466
-9.5768,3.8641,-0.4156,0.07685
-3.0085,-8.2416,0.1283,0.16724
8.4905,3.2636,0.4372,0.06826
-9.2618,3.4454,0.2983,0.11959
-2.4143,2.5468,0.757,0.54434
9.0063,-0.0232,-0.2947,0.17442
2.578,-0.6102,0.2724,0.64069
-6.5228,-0.6438,0.2592,0.23456
7.7802,4.9102,-0.0309,0.10914
3.5377,1.5213,-0.0608,0.3239
-5.2995,-0.521,-0.3411,0.24972
-2.3366,0.6057,-0.1042,0.46982
-1.5201,6.9285,0.1895,0.14836
-5.6424,-4.8436,-0.0092,0.19047
-2.1221,-4.0126,-0.6371,0.37455
-7.1273,4.8045,-0.4052,0.11796
-5.1665,-5.4797,0.0704,0.1552
8.0871,3.9196,-0.1113,0.05085
3.7399,-0.52,-1.553,0.45453
0.6126,1.9201,0.1484,0.6763
3.1815,-5.261,-0.1059,0.2815
1.7632,-1.638,0.7079,0.43023
-5.9424,-2.1926,-0.3865,0.16153
-0.2718,-4.8477,0.3586,0.25127
3.774,2.9578,0.1148,0.22848
-6.0296,-1.1652,0.4437,0.18333
-2.5105,-3.2822,-0.2014,0.38138
-3.9437,6.7641,-0.0755,0.119
-1.7432,-8.4008,-0.0622,0.10336
8.7749,0.1961,0.365,0.15373
3.3387,-1.0032,-0.2009,0.19073
-3.0546,2.6825,-1.0116,0.40771
6.0208,-4.7111,-0.1659,0.15289
-9.3929,2.2934,-0.0059,0.07856
-6.412,-1.5114,0.3031,0.23117
6.0027,-3.5829,-0.6025,0.10853
-8.1504,5.1281,-0.0168,0.08114
-2.1054,-7.2928,0.3229,0.06353
7.913,3.6517,0.1392,0.07001
3.6572,2.5245,-0.6259,0.20306
1.1207,2.1681,0.9149,0.46182
8.3887,3.3348,0.0151,0.11461
2.3005,-0.4465,0.1155,0.64195
0.9868,-9.3024,0.1202,0.1132
-1.8287,-4.2859,0.2289,0.24715
4.4471,3.5472,0.2155,0.24951
-5.8858,0.668,-0.4171,0.26665
-2.437,-3.4293,0.3036,0.47083
0.5597,6.0183,0.2665,0.19519
-2.8233,2.471,1.2891,0.5545
2.7987,-4.9053,-0.1992,0.26182
0.7909,-1.7525,-1.1538,0.49349
2.4232,-9.4406,0.2435,0.08615
0.608,-4.6713,-0.6554,0.21737
4.8838,1.595,-1.2503,0.27237
-5.0732,0.0019,-0.6523,0.32835
7.689,2.7859,-0.443,0.16537
3.494,2.7069,-0.6685,0.34795
-2.3321,4.3648,-0.1329,0.50926
7.3545,-1.3578,-0.3284,0.1663
3.6145,5.1681,-0.2065,0.19546
-6.2639,-0.0177,0.045,0.2446
1.5035,-4.8953,-0.3764,0.21143
2.8921,0.3281,0.3194,0.53169
-1.3713,-7.4929,-0.0396,0.16448
1.1042,-5.1125,-0.563,0.37164
1.9039,-1.6254,0.0505,0.51202
-4.7509,-6.6536,0.3569,0.12177
2.8163,-5.6084,-0.3963,0.11435
-2.8177,8.5386,-0.6097,0.12364
-5.3233,2.0181,-0.1409,0.25546
7.088,6.4699,-0.0109,0.06867
-8.7248,4.3898,-0.0257,0.13445
-5.2432,-1.0989,-0.3608,0.19756
2.8696,-5.5541,0.0099,0.21956
4.035,4.4622,-0.8513,0.32636
-6.7145,-3.6971,0.4246,0.17709
8.4596,2.0679,-0.2438,0.14302
-6.1011,7.1572,-0.3419,0.16948
-5.1484,-4.3165,0.0938,0.16528
-0.0797,-5.1181,-0.1108,0.35393
4.6909,-0.4109,0.1497,0.30352
-6.4349,-0.9048,-0.3136,0.12225
7.0014,4.6462,-0.0128,0.03248
-8.6309,3.1859,0.016,0.06194
-6.1565,1.4761,-0.0553,0.26815
7.0928,-2.7357,0.5951,0.17435
4.3911,3.1182,-0.2499,0.10705
0.3227,-8.6952,0.2808,0.14295
3.1091,-5.5728,0.2946,0.19086
-8.4892,4.6411,0.0773,0.05963
-4.4513,-6.9398,-0.2565,0.09432
7.953,0.9194,-0.2326,0.13009
0.7188,7.4399,0.2463,0.10882
-2.4083,4.2439,0.4512,0.20048
4.4131,-4.4506,-0.0453,0.19067
4.2008,0.5834,-0.8813,0.2525
-6.4227,-2.5168,-0.4723,0.18244
5.4038,-4.2033,-0.0935,0.19144
2.2067,-1.1686,0.5818,0.5199
1.3126,1.5195,1.3874,0.51227
7.977,2.3346,0.596,0.07457
-6.344,5.764,0.1508,0.14643
-1.0954,-9.0943,-0.0194,0.0979
0.3842,-5.8359,-0.3281,0.22937
-8.3554,0.8675,-0.0268,0.09923
-5.5309,-1.6653,-0.1286,0.22765
7.591,-0.3428,-0.0325,0.11428
3.6794,2.5099,-0.8751,0.34969
0.5952,0.8137,0.3689,0.54213
-0.8659,0.1222,-0.3442,1.09095
-2.192,6.417,-0.1843,0.21539
-3.5209,3.1496,-0.2051,0.32955
8.4525,1.2207,0.0681,0.08993
2.9945,4.9673,-0.8521,0.3094
0.7435,1.5005,0.5586,0.46429
-2.2493,-0.6599,2.0577,0.61304
4.1959,-1.1978,-0.0681,0.41094
-3.5683,-7.738,-0.3245,0.08746
6.3796,5.9497,0.1771,0.08102
1.2839,-1.429,1.9636,0.34675
-6.0081,-2.9011,0.8336,0.15431
-0.1508,-5.2572,0.462,0.27789
1.6299,6.9425,0.41,0.17772
-6.5371,1.6,-0.2614,0.28495
-0.7232,-4.2487,-1.0705,0.34272
-2.9995,6.9251,0.2148,0.1349
-5.0666,-6.8661,0.0564,0.11743
-1.3662,-4.7752,0.7329,0.30768
2.7763,-0.9354,0.4786,0.47956
-4.538,-6.5375,-0.5815,0.14046
-2.548,-0.5798,-0.4877,0.70728
4.6151,3.5143,0.194,0.27194
0.8561,2.5089,-0.0886,0.3843
-1.2581,-3.807,0.1874,0.45698
4.2655,1.0672,0.2483,0.36645
-3.4574,-8.6663,0.1449,0.11926
-0.829,0.646,0.6863,0.97699
-5.6771,6.5007,0.1505,0.12699
-1.1376,-7.6767,-0.0148,0.14168
8.737,4.9951,0.1087,0.09604
-7.1829,5.2178,-0.3313,0.1291
-6.205,0.3587,-0.291,0.26738
7.5082,0.7353,-0.476,0.16334
-2.0005,7.0108,-0.16,0.10707
-6.3275,-0.5059,0.3766,0.16254
-0.0126,-4.9061,-0.1108,0.21349
2.5344,5.0327,-0.1247,0.10742
-0.9104,-8.5568,0.1056,0.09636
-1.1381,-4.1928,0.8595,0.42111
-0.7303,-0.4904,2.1522,1.11152
-1.4832,4.0852,-0.6177,0.3563
-3.5223,-0.2369,-0.173,0.46177
4.159,1.3752,0.1924,0.38873
0.583,2.1772,0.8018,0.66715
-3.3291,-2.7704,0.2362,0.20439
-0.6037,8.2365,-0.1984,0.14744
-5.3731,-5.1862,0.0155,0.06947
6.3673,6.0697,0.2532,0.07106
-7.1555,4.0231,0.0289,0.12282
-4.5035,3.0602,-0.048,0.30568
3.5913,-6.0944,0.4182,0.16883
-3.8541,6.0294,-0.2349,0.1007
2.4776,0.5384,-1.3716,0.38174
-0.6222,0.3842,-2.5916,0.71266
0.6633,-1.7972,-0.8203,0.46732
-4.1456,-6.267,-0.0607,0.10511
9.2251,-0.6856,0.1543,0.12041
-6.9623,6.1669,-0.0315,0.10796
3.3916,-9.1137,-0.2022,0.0863
0.025,1.0091,0.0061,0.70498
3.5148,-0.0635,0.129,0.43194
1.2559,2.691,0.5951,0.22173
3.2268,-5.9638,-0.4884,0.1598
-5.8155,5.9133,-0.4428,0.0601
-1.6718,3.3056,-1.0845,0.54029
-3.3751,-1.0242,-0.1802,0.64872
-9.2681,3.9252,-0.057,0.08499
1.5371,-8.5481,-0.0585,0.08565
-1.8316,-2.7202,-0.7216,0.53543
-0.2427,-0.8335,0.5716,0.47922
-4.7145,-4.6514,0.2589,0.16357
6.238,-4.1835,-0.5056,0.12335
-7.4012,3.9968,-0.003,0.14327
-1.6042,3.1,-0.2691,0.45384
-0.8352,0.226,-0.4482,0.82971
-7.4216,5.2706,-0.2767,0.1061
-1.4111,1.448,-1.0268,0.77055
-2.5909,0.2836,0.2833,0.59215
2.1122,6.0894,-0.4785,0.17421
-6.439,1.291,-0.2518,0.14388
-2.3589,-3.0961,-0.0966,0.41048
4.3135,2.4508,0.1504,0.3313
0.7257,-9.5849,-0.6701,0.05898
8.4228,4.2314,-0.1296,0.09888
-9.725,1.765,-0.3071,0.09726
-6.695,-3.7923,-0.2059,0.10325
8.1109,3.6739,0.2837,0.10751
0.6242,-2.2999,1.497,0.67998
-6.3768,-2.3088,0.1493,0.11747
4.8157,-4.4723,0.4078,0.21263
1.7112,6.9253,-0.1381,0.24085
1.2292,-9.1844,-0.1562,0.10275
-1.5331,-2.4906,-0.4734,0.15145
-5.7834,6.4669,0.2119,0.15108
-2.4327,3.229,0.533,0.44953
-2.8838,-1.9363,0.6842,0.56826
0.4317,5.965,-0.3958,0.24566
-5.582,-5.2472,-0.0962,0.17082
8.0373,-0.3799,0.1673,0.17636
-7.98,5.5691,0.0218,0.08314
-7.598,-3.5907,-0.1077,0.12426
-2.2028,-0.7529,-0.9172,0.73336
1.2612,-1.0837,-0.6472,0.76322
-2.9428,-8.4542,-0.1166,0.12629
-1.7489,1.0984,1.6465,0.56087
0.8813,8.3765,0.1205,0.20587
-4.45,2.1252,0.1534,0.2666
7.5268,-0.1755,-0.0772,0.13347
2.6363,5.0844,0.2985,0.31859
1.2925,2.0806,0.8044,0.66866
-1.6215,-3.8232,0.2644,0.45702
-0.2263,7.0362,0.4929,0.19849
0.8471,-9.7656,0.2424,0.11351
0.7428,-5.3532,0.3088,0.39378
0.031,6.1695,-0.576,0.08891
-1.497,-7.6204,0.1052,0.07686
5.0058,-4.5663,0.1068,0.23794
0.5822,-0.8861,-0.0912,0.61877
-5.4862,1.7562,0.249,0.21043
-0.1856,-5.2175,-0.78,0.25036
3.1282,0.5769,0.6805,0.39851
-1.5166,3.7984,-0.305,0.33937
7.9167,0.5424,0.3337,0.14874
2.5306,5.4936,-0.3798,0.20327
0.8706,3.3561,-0.2265,0.3698
7.4323,-2.0801,-0.2952,0.18584
3.1092,4.6754,-0.2355,0.10104
-0.5667,3.9118,0.7141,0.52191
0.4664,-5.1505,-0.9216,0.22906
-6.8722,5.0933,-0.474,0.09086
1.3735,1.9293,-0.6043,0.58487
-1.4087,0.2753,-1.6695,0.76806
3.656,4.1841,-0.0261,0.37295
-2.2379,2.7902,0.4982,0.36088
8.6377,6.9308,0.3329,0.061
-3.1424,6.2795,0.3641,0.15454
-5.7313,-0.4283,-0.4078,0.18331
-2.2906,-2.5045,0.2941,0.34675
4.2162,-0.086,-0.18,0.39539
-5.217,-4.3005,0.2443,0.16084
0.7434,-4.8964,-0.4447,0.28481
-2.3653,6.4726,-0.3222,0.15697
-5.6129,-2.4868,-0.1469,0.1997
8.9748,2.1499,0.1041,0.12909
4.5045,1.9483,0.5176,0.34407
0.0133,2.3786,-1.3215,0.50829
1.9162,-6.1362,-0.2276,0.34787
3.6076,-1.691,-0.1104,0.27835
-5.8453,0.1136,1.0705,0.27981
-1.9448,-1.516,0.84,0.41886
1.3682,-1.8507,0.9863,0.60907
-5.6036,-1.2283,0.1804,0.18844
7.9137,5.6405,0.2677,0.11864
0.9132,6.5358,-0.1167,0.18666
-1.0952,3.0908,0.7915,0.42922
-3.6059,-0.4279,0.6342,0.71272
-1.1249,8.8221,0.1671,0.12957
-4.7162,-5.7509,-0.1396,0.13553
8.5327,2.1169,0.1589,0.08004
-8.0061,3.8916,0.2373,0.10102
1.105,0.8024,0.3113,0.63766
-1.146,0.9781,0.4186,0.34883
4.1078,2.2626,0.0985,0.16802
-5.4497,-1.0977,0.0443,0.19067
5.79,-4.3593,0.0443,0.16972
-10.4011,2.5979,0.2718,0.11917
-3.4576,2.9211,0.0336,0.13054
5.6312,-4.4482,0.6139,0.08395
2.3715,-1.2053,0.3569,0.59574
1.4421,0.0868,2.1235,0.69294
-2.1271,-3.5789,0.9057,0.48539
1.2889,-2.4243,-2.4109,0.72289
-6.7746,-1.8253,0.0024,0.17004
-0.9731,-0.2326,0.3975,1.00554
4.1249,3.7454,-0.4146,0.33127
-4.0613,2.6306,-0.4808,0.3785
4.5901,-3.9342,0.1075,0.11168
2.727,-0.9037,1.9198,0.46099
-6.1489,-2.3719,-0.0419,0.2229
-1.4306,-0.3714,-0.3886,0.71714
-5.6281,4.0536,0.2265,0.09258
-7.3372,-2.6213,-0.1722,0.09162
-1.8329,-1.3616,1.5641,0.8233
3.237,0.7121,0.6101,0.65976
-5.7349,1.8208,0.2027,0.25083
1.6226,-5.8767,0.087,0.29867
-0.0726,6.8401,0.3842,0.12449
0.6742,2.6986,2.1416,0.56471
7.6683,4.4385,-0.2366,0.14196
-9.3641,1.4813,-0.2177,0.09217
-0.0723,-10.369,0.1278,0.11905
8.1605,5.3002,-0.0487,0.0849
0.7342,-1.8385,0.3528,0.28164
-5.8865,-3.7982,-0.1034,0.19573
6.9726,-3.7505,0.0047,0.12811
3.5786,5.1469,0.2622,0.27052
0.5117,1.5792,0.1171,0.60618
4.763,-4.9124,0.1066,0.20539
-7.7155,4.0904,-0.0267,0.07779
-1.0966,3.5475,-0.7165,0.47388
7.1083,6.6074,0.0232,0.09591
1.802,4.956,-0.6436,0.224
1.3575,0.8753,2.288,0.68498
2.0394,-5.4021,0.2306,0.20897
1.5317,6.6229,-0.0769,0.16103
-6.4771,-0.7848,0.2685,0.28524
7.6434,5.1719,-0.1198,0.10952
4.193,2.6004,0.6394,0.24126
1.2933,-9.5507,0.0918,0.09111
8.0679,4.5156,0.0544,0.08402
-2.9979,7.5197,-0.2991,0.09438
-6.2716,-0.8431,0.0848,0.30725
8.317,1.4944,0.5634,0.14955
-6.3725,6.779,0.3178,0.08427
2.0974,0.4135,-1.5071,0.61311
-1.2836,-4.1826,0.5603,0.25618
-9.3847,2.2994,-0.3401,0.10112
-3.7356,2.6358,0.1726,0.38516
-0.7138,-4.6855,0.2933,0.35588
2.5424,-1.4942,-0.152,0.38177
-5.3495,-7.3437,-0.2904,0.08132
5.3869,-4.2587,-0.0517,0.2156
-2.4873,6.979,-0.0646,0.13259
1.0394,1.3561,-1.2884,0.53694
-2.2304,-0.0766,-0.0135,0.60597
2.5415,5.4962,-0.1482,0.27806
0.0629,0.9266,-2.6241,0.76966
8.0377,-2.7916,0.1047,0.13482
-0.9084,7.2364,0.7052,0.09916
-1.7891,-8.4752,-0.2381,0.20342
-1.6563,0.4844,-1.3455,0.81218
-5.6106,6.9981,-0.3978,0.12615
1.6528,0.0371,0.1382,0.94031
-3.341,-1.7098,-0.6226,0.48023
-9.1041,3.9179,0.1647,0.09486
-4.7422,-6.3782,-0.2335,0.14942
8.9888,3.2705,-0.4201,0.1329
5.4669,3.5541,0.842,0.272
-0.506,2.8719,-0.6099,0.44243
6.4175,6.5206,0.043,0.07974
-6.3546,4.7204,0.2222,0.05377
-5.2774,-6.4642,-0.1798,0.11009
6.6192,-3.075,0.4651,0.13757
-8.2337,6.3408,0.511,0.13732
-1.408,2.8414,-0.1682,0.29365
2.4763,-5.8722,0.8583,0.17611
3.0926,5.7427,0.144,0.17778
-5.3241,-6.8309,0.1296,0.15519
-1.0053,-3.7359,-0.275,0.17531
-2.5603,6.8244,0.1197,0.10372
1.0462,-9.3538,-0.0556,0.09769
-2.1807,0.3533,1.1162,0.46691
-9.5658,1.7776,-0.1356,0.10863
-6.8377,-1.2742,0.0753,0.21121
-2.5789,-1.1907,-0.0773,0.67205
-6.5357,5.6004,0.1394,0.14502
-5.9582,-2.5433,-0.0139,0.20592
7.9249,-0.6253,0.145,0.12141
3.9174,2.5053,-0.4711,0.41272
-5.625,-5.3538,-0.2453,0.2226
8.018,0.6276,-0.3147,0.14119
2.6882,-1.1283,0.6524,0.60722
-5.5577,-4.8185,-0.1716,0.17333
-3.0268,-3.2704,-0.304,0.37887
2.5289,-1.2363,0.0002,0.54344
-2.405,4.0336,-0.1208,0.3272
0.1908,-6.094,-0.1047,0.24335
-0.3199,7.3288,0.5825,0.18755
-5.527,0.4015,0.0577,0.24043
0.6775,-4.9375,-0.4032,0.23719
3.0189,5.3315,0.0132,0.22938
-6.3281,-3.277,0.3188,0.2132
-0.936,-5.4532,0.5249,0.18462
1.2852,6.967,0.1972,0.19074
-0.2568,0.7755,2.7548,0.83902
7.229,-2.3419,-0.3521,0.09816
-1.1887,7.0985,-0.2241,0.15947
0.234,2.8345,1.3042,0.47683
-1.177,-5.08,-0.6324,0.23533
-6.4447,5.4965,0.0738,0.09799
-6.0424,0.8014,-0.1001,0.29188
7.3837,-3.1058,-0.1176,0.2266
1.8302,4.9497,-0.2224,0.20243
0.9355,0.4475,0.6106,0.48623
-0.9085,-0.0595,0.3761,0.61652
4.1593,2.0364,-0.3023,0.33237
-3.6323,3.1496,0.8689,0.30478
-2.3351,0.5275,-0.4815,0.49898
-9.3975,0.7651,-0.0862,0.07925
2.9562,-8.8324,0.2583,0.10092
4.7333,-3.5329,-0.0084,0.16174
3.5721,3.0705,0.1163,0.35331
-5.7739,-2.6633,-0.4692,0.17771
0.5545,-5.5665,-0.1779,0.2722
4.3895,3.7728,0.5112,0.32385
-7.4274,-3.4029,-0.0722,0.1792
2.3867,-5.2535,-0.1161,0.12835
3.345,-1.3924,-0.8514,0.24129
-6.3287,-2.2654,-0.8661,0.16869
0.732,-6.1602,0.1568,0.16103
3.7562,-0.3247,-0.198,0.50568
-0.7055,-8.9277,-0.4858,0.20297
-0.129,-4.6247,0.8844,0.45599
1.1417,-1.0236,-1.0292,0.54982
1.0046,-0.0438,1.7919,0.95929
1.2038,-4.6363,-0.1571,0.34416
